Call;QTH;Year;Category;Score;QSOs;WPX;160M;80M;40M;20M;15M;10M;Hours;Club
7J1YAJ;JA1;2015;MULTI-TWO;11133654;3465;1239;0;0;112;1364;1920;69;48.0;NO CLUB
OL3Z;OK;2015;MULTI-SINGLE HIGH;11129010;3482;1270;35;301;749;1032;1262;103;48.0;NO CLUB
UZ2M;UR;2015;SINGLE-OP HIGH ALL;11101520;3928;1208;24;223;742;1532;1333;74;35.9;UKRAINIAN CONTEST CLUB
TM2Y;F;2015;MULTI-SINGLE HIGH;11035915;3568;1231;3;61;885;1187;1341;91;48.0;CLIPPERTON DX CLUB
TO5Y;FM;2015;SINGLE-OP HIGH ALL;11021472;3359;1056;0;24;844;892;1308;291;35.9;NO CLUB
MD4K;GD;2015;MULTI-SINGLE HIGH;11008500;3928;1230;32;271;1131;1502;958;34;48.0;MANX KIPPERS
WX3B;W3;2015;MULTI-TWO;10946754;3236;1141;0;184;732;1277;992;51;35.4;POTOMAC VALLEY RADIO CLUB
IB9T;IT9;2015;MULTI-SINGLE HIGH;10907566;3899;1357;5;95;415;1132;1750;502;47.3;ARIPA DX TEAM
KM3T/1;W1;2015;SINGLE-OP HIGH ALL;10836720;3349;1038;0;189;776;1153;1202;29;35.9;NO CLUB
VA2EW;VE2;2015;SINGLE-OP HIGH ALL;10761809;3103;1007;6;137;804;1039;1090;27;35.7;CONTEST GROUP DU QUEBEC
OH9W;OH;2015;MULTI-TWO;10622700;4229;1221;30;371;834;1547;1193;254;48.0;NO CLUB
E7DX;E7;2015;SINGLE-OP HIGH ALL;10609068;3669;1178;0;107;787;1417;1287;71;36.0;BOSNIA AND HERZEGOVINA CONTEST CLUB
WC1M;W1;2015;SINGLE-OP HIGH ALL;10552940;3109;1049;0;3;949;1309;826;22;35.5;YANKEE CLIPPER CONTEST CLUB
A65BP;A6;2015;SINGLE-OP HIGH ALL;10518550;3379;1025;0;0;390;818;1628;543;35.8;RUSSIAN CONTEST CLUB
SN7Q;SP;2015;ASSISTED HIGH ALL;10505388;3426;1173;34;192;516;1204;1472;8;35.9;NO CLUB
JT5DX;JT;2015;MULTI-TWO;10484460;3312;1060;0;21;447;1243;1487;114;37.3;MONGOLIA DX CLUB
CU4DX;CU;2015;SINGLE-OP HIGH ALL;10391556;3887;1149;0;126;734;1047;1929;51;36.0;YANKEE CLIPPER CONTEST CLUB
OH1F;OH;2015;MULTI-SINGLE HIGH;10342800;3719;1224;36;123;676;1473;987;424;48.0;CONTEST CLUB FINLAND
RW1A;UA1;2015;SINGLE-OP HIGH ALL;10335303;3763;1173;27;163;618;1420;1429;106;36.0;NO CLUB
OM5ZW;OM;2015;SINGLE-OP HIGH ALL;10271460;3256;1158;0;117;830;1163;1103;43;36.0;LOW BANDS CONTEST CLUB
SJ2W;SM;2015;ASSISTED HIGH ALL;10243926;3225;1254;1;91;717;1113;1254;49;35.9;WORLD WIDE YOUNG CONTESTERS
VC2W;VE2;2015;ASSISTED HIGH ALL;10149300;2820;1050;0;156;815;1307;509;33;35.9;CONTEST GROUP DU QUEBEC
LZ7A;LZ;2015;MULTI-TWO;10113837;3741;1151;28;146;1344;1151;927;145;48.0;NO CLUB
VE3JM;VE3;2015;SINGLE-OP HIGH ALL;9994960;2976;1010;8;137;723;1101;977;30;35.9;CONTEST CLUB ONTARIO
CR6K;CT;2015;SINGLE-OP HIGH ALL;9948634;3477;1154;0;219;689;1037;1445;87;35.9;NO CLUB
RT0F;UA0;2015;MULTI-TWO;9901809;3363;1143;0;20;420;1337;1476;110;42.3;NO CLUB
ED3W;EA;2015;MULTI-SINGLE HIGH;9888825;3662;1185;0;63;629;1322;1432;216;48.0;EA CONTEST CLUB
KL7RA;KL;2015;MULTI-SINGLE HIGH;9862104;3100;1128;0;2;417;1149;1515;17;48.0;NO CLUB
OE3K;OE;2015;SINGLE-OP HIGH ALL;9830217;3510;1097;0;161;851;1212;1251;35;35.9;NO CLUB
RT9A;UA9;2015;ASSISTED HIGH ALL;9801115;2665;1147;2;41;486;926;1110;100;35.9;SOUTH URAL CONTEST CLUB
9A73A;9A;2015;ASSISTED HIGH ALL;9793025;3116;1195;0;55;719;1101;1195;46;35.9;CROATIAN CONTEST CLUB
EI7M;EI;2015;SINGLE-OP HIGH ALL;9778131;3503;1107;13;116;1033;1145;1196;0;35.8;NO CLUB
HG6N;HA;2015;MULTI-SINGLE HIGH;9676457;3523;1201;0;162;794;1423;1098;46;48.0;HA-DX-CLUB
S50C;S5;2015;MULTI-SINGLE HIGH;9669942;3463;1182;10;246;915;1257;933;102;48.0;BELOKRANJEC CONTEST CLUB
G9W;G;2015;SINGLE-OP HIGH ALL;9632154;3192;1106;24;179;1000;838;1099;52;35.9;NO CLUB
J42T;SV;2015;MULTI-SINGLE HIGH;9549553;3409;1261;5;19;761;1182;1276;166;48.0;NORTHERN GREECE CONTEST TEAM
6Y6N;6Y;2015;SINGLE-OP HIGH ALL;9537416;3200;1036;0;8;604;1480;1087;21;35.9;NO CLUB
LN8W;LA;2015;MULTI-SINGLE HIGH;9487824;3204;1256;21;157;673;1353;985;15;47.9;LA CONTEST CLUB
W9RE;W9;2015;SINGLE-OP HIGH ALL;9461560;3097;1060;3;33;795;1069;1134;63;35.9;SOCIETY OF MIDWEST CONTESTERS
SZ1A;SV;2015;MULTI-SINGLE HIGH;9454104;3654;1242;0;172;894;1392;1072;124;48.0;RADIO AMATEUR ASSOCIATION OF WESTERN GREECE
KP3Z;KP4;2015;SINGLE-OP LOW ALL;9432423;2969;1001;0;27;604;756;1230;352;35.4;NO CLUB
UA7K;UA6;2015;SINGLE-OP HIGH ALL;9402086;3695;1142;20;174;624;1428;1298;151;36.0;BLACK SEA CONTEST CLUB
DJ5MW;DL;2015;SINGLE-OP HIGH ALL;9280124;3381;1084;37;290;787;1090;1103;74;35.9;BAVARIAN CONTEST CLUB
CT3EE;CT3;2015;SINGLE-OP HIGH ALL;9271545;2877;1059;0;0;83;719;1539;536;28.5;NO CLUB
AA3B;W3;2015;SINGLE-OP HIGH ALL;9178665;2955;1005;0;139;800;1040;917;59;35.9;FRANKFORD RADIO CLUB
HG30CW;HA;2015;ASSISTED HIGH ALL;9173880;3095;1224;11;106;501;1122;1281;74;35.9;NO CLUB
NQ4I;W4;2015;ASSISTED HIGH ALL;9151856;2701;1148;0;25;614;1081;960;21;35.5;SOUTH EAST CONTEST CLUB
OZ5E;OZ;2015;MULTI-SINGLE HIGH;9129288;2964;1176;35;185;922;988;817;17;48.0;BAVARIAN CONTEST CLUB
NR7DX;W7;2015;SINGLE-OP HIGH ALL;9018128;3156;1103;0;32;634;1338;1142;10;35.9;NORTHERN ROCKIES DX ASSOCIATION
S55T;S5;2015;ASSISTED HIGH ALL;9009902;2943;1201;10;44;812;1188;854;35;36.0;SLOVENIA CONTEST CLUB
UA4W;UA4;2015;ASSISTED HIGH ALL;8988807;3214;1257;3;175;580;1158;1258;40;36.0;NO CLUB
IO1T;I;2015;ASSISTED HIGH ALL;8956704;2963;1181;7;180;609;1040;1053;74;35.9;ITALIAN CONTEST CLUB
OL7C;OK;2015;MULTI-SINGLE HIGH;8885339;3210;1139;22;185;755;1111;1111;26;48.0;SPLIT 2/5 BAVARIAN CONTEST CLUB
4O90A;4O;2015;SINGLE-OP HIGH ALL;8826392;3281;1094;2;75;857;643;1697;7;35.9;SKY CONTEST CLUB
WU3A/1;W1;2015;ASSISTED HIGH ALL;8815716;2714;1092;2;26;633;1042;967;44;35.7;YANKEE CLIPPER CONTEST CLUB
HK1R;HK;2015;SINGLE-OP HIGH 15M;8721150;2736;1097;0;0;0;0;2736;0;35.3;NO CLUB
UR7GO;UR;2015;ASSISTED HIGH ALL;8681250;2971;1250;15;299;530;1156;934;37;35.8;UKRAINIAN CONTEST CLUB
9A5D;9A;2015;MULTI-SINGLE HIGH;8655850;3344;1225;17;274;506;1270;1195;82;48.0;NO CLUB
S53MM;S5;2015;ASSISTED HIGH ALL;8638956;2822;1116;0;94;878;1064;786;0;35.9;BELOKRANJEC CONTEST CLUB
WF6C;W6;2015;MULTI-TWO;8637948;3263;1089;0;65;537;1355;1249;57;46.0;MOTHER LODE DX/CONTEST CLUB
OH5Z;OH;2015;MULTI-SINGLE HIGH;8635025;3293;1225;0;0;394;1682;1032;185;45.6;CONTEST CLUB FINLAND
S59ABC;S5;2015;ASSISTED HIGH ALL;8627636;2700;1207;0;55;635;948;1006;56;35.8;SLOVENIA CONTEST CLUB
PY2YU;PY;2015;SINGLE-OP HIGH ALL;8605840;2627;970;0;0;401;321;1084;821;35.7;ARAUCARIA DX GROUP
RJ9J;UA9;2015;SINGLE-OP HIGH ALL;8536200;2851;984;0;13;419;1224;1175;20;35.3;NO CLUB
RC9O;UA9;2015;SINGLE-OP HIGH ALL;8401624;2521;1012;2;169;398;760;1049;143;34.4;NO CLUB
G5O;G;2015;MULTI-TWO;8365054;3439;1126;48;247;703;1210;1183;48;48.0;G5O CONTEST GROUP
5C5T;CN;2015;MULTI-SINGLE HIGH;8358518;2626;938;0;33;370;866;1090;267;47.6;NO CLUB
YT6W;YT;2015;SINGLE-OP HIGH ALL;8249473;3255;1069;0;96;827;1235;1061;36;36.0;NO CLUB
TC3D;TA;2015;SINGLE-OP HIGH ALL;8180172;2612;924;0;204;341;822;1005;240;36.0;NO CLUB
EI1Y;EI;2015;ASSISTED HIGH ALL;8178720;2883;1056;0;145;801;1088;839;10;35.7;NO CLUB
AB3CX/2;W2;2015;ASSISTED HIGH ALL;8171361;2594;1019;0;169;572;955;845;53;35.6;FRANKFORD RADIO CLUB
NF6A;W6;2015;SINGLE-OP HIGH ALL;8107560;2787;1080;0;41;483;955;1250;58;35.9;NORTHERN CALIFORNIA CONTEST CLUB
R4RR;UA4;2015;ASSISTED HIGH ALL (T);8090523;2986;1197;0;62;499;891;1526;8;36.0;NO CLUB
VE3YAA;VE3;2015;MULTI-TWO;7888104;2570;987;0;59;484;1099;869;59;38.3;CONTEST CLUB ONTARIO
IR2C;I;2015;ASSISTED HIGH ALL;7846264;2809;1096;7;153;597;950;1041;61;35.9;ITALIAN CONTEST CLUB
TM1A;F;2015;MULTI-SINGLE HIGH;7746038;2910;1082;0;117;515;1171;981;126;47.2;NO CLUB
5B/RN3QO;5B;2015;SINGLE-OP LOW ALL;7720488;2587;837;10;171;439;676;1006;285;35.9;NO CLUB
KN5A;W5;2015;SINGLE-OP HIGH ALL;7675959;2899;1003;0;0;699;934;1240;26;35.9;CENTRAL TEXAS DX AND CONTEST CLUB
5H3EE;5H;2015;SINGLE-OP LOW ALL (T);7648901;2765;923;0;0;28;657;1298;782;32.3;RHEIN RUHR DX ASSOCIATION
VC7GL;VE7;2015;MULTI-SINGLE HIGH;7627439;2486;977;0;53;641;989;803;0;48.0;ORCA DX AND CONTEST CLUB
WZ1R;W1;2015;ASSISTED HIGH ALL;7624738;2465;986;0;72;816;718;796;63;35.9;YANKEE CLIPPER CONTEST CLUB
KD2GYF/1;W1;2015;ASSISTED HIGH ALL;7615730;2290;995;10;113;807;758;590;12;36.0;YANKEE CLIPPER CONTEST CLUB
PJ2T;PJ2;2015;SINGLE-OP LOW ALL;7597701;2453;849;0;5;572;637;848;391;35.0;SOCIETY OF MIDWEST CONTESTERS
S53A;S5;2015;SINGLE-OP HIGH ALL;7520106;2911;957;2;143;639;780;1333;14;35.6;SLOVENIA CONTEST CLUB
JY9FC;JY;2015;ASSISTED HIGH 15M;7516880;2616;1085;0;0;0;0;2616;0;36.0;NO CLUB
NV1N;W1;2015;SINGLE-OP HIGH ALL;7505100;2598;930;0;67;635;963;900;33;35.8;YANKEE CLIPPER CONTEST CLUB
VY2ZM;VEY;2015;SINGLE-OP LOW ALL;7468540;2441;887;4;199;522;777;906;33;35.8;YANKEE CLIPPER CONTEST CLUB
UW3U;UR;2015;ASSISTED HIGH ALL;7465794;2763;1193;24;105;408;1141;1038;47;34.6;UKRAINIAN CONTEST CLUB
N3RR;W3;2015;ASSISTED HIGH ALL;7434558;2471;999;1;57;534;970;857;52;34.6;POTOMAC VALLEY RADIO CLUB
KR7O/6;W6;2015;SINGLE-OP HIGH ALL;7428796;2845;1021;1;26;520;1282;984;32;35.9;MOTHER LODE DX/CONTEST CLUB
YT9X;YT;2015;ASSISTED HIGH ALL;7348308;2876;1074;9;73;606;1095;1071;22;35.9;WEST SERBIA CONTEST CLUB
AK1W;W1;2015;SINGLE-OP HIGH ALL;7319780;2449;940;0;53;660;909;762;65;20.9;YANKEE CLIPPER CONTEST CLUB
DL2CC;DL;2015;SINGLE-OP HIGH ALL;7295070;2806;1009;0;129;601;825;1225;26;36.0;BAVARIAN CONTEST CLUB
OM2VL;OM;2015;SINGLE-OP LOW ALL;7291368;2802;1036;25;181;642;916;977;61;35.9;NO CLUB
UI2K;UA2;2015;ASSISTED HIGH ALL (T);7291166;2729;1138;18;67;468;1097;1039;40;35.9;UA2 CONTEST CLUB
LZ8E;LZ;2015;SINGLE-OP LOW ALL;7257362;3003;1057;32;225;765;1150;744;87;35.9;NO CLUB
9A5K;9A;2015;ASSISTED HIGH ALL;7245784;2893;1076;0;217;744;1236;696;0;35.5;NO CLUB
IY3A;I;2015;SINGLE-OP LOW ALL;7230880;2774;1051;7;88;597;1076;909;97;35.9;NO CLUB
DL65DARC;DL;2015;MULTI-MULTI;7210911;3073;1051;28;113;679;1119;1051;83;32.4;RHEIN RUHR DX ASSOCIATION
4X7R;4X;2015;ASSISTED HIGH 15M;7187136;2417;1056;0;0;0;0;2417;0;35.9;ISRAEL AMATEUR RADIO CLUB
DR4A;DL;2015;MULTI-TWO;7184186;2734;1114;20;224;590;819;960;121;20.5;RHEIN RUHR DX ASSOCIATION
G5D;G;2015;MULTI-SINGLE HIGH;7161505;2882;1105;31;200;671;1117;836;27;46.7;TALL TREES CONTEST GROUP
UW1M;UR;2015;ASSISTED HIGH ALL;7113328;2865;1087;7;123;670;913;1061;91;36.0;UKRAINIAN CONTEST CLUB
P4/N4QS;P4;2015;MULTI-SINGLE LOW;7073808;2248;888;0;24;450;454;884;436;46.8;KENTUCKY CONTEST GROUP
CT3KN;CT3;2015;SINGLE-OP HIGH 15M (T);7064082;2342;1017;0;0;0;0;2342;0;31.1;NO CLUB
HB90IARU;HB;2015;ASSISTED HIGH ALL;7020016;2533;1082;1;83;605;822;1000;22;36.0;BAVARIAN CONTEST CLUB
EN4U;UR;2015;ASSISTED HIGH ALL;6972210;2531;1085;0;22;490;900;1061;58;36.0;UKRAINIAN CONTEST CLUB
JH4UYB;JA4;2015;SINGLE-OP HIGH ALL;6968577;2510;933;0;5;384;908;1131;82;35.9;NO CLUB
K3WW;W3;2015;ASSISTED HIGH ALL;6894622;2203;982;0;42;669;755;694;43;26.6;FRANKFORD RADIO CLUB
EU1A;EU;2015;ASSISTED HIGH ALL;6892600;2646;1100;5;79;553;999;965;45;35.8;BELARUS CONTEST CLUB
CR2X;CU;2015;SINGLE-OP HIGH 20M;6869928;2970;1164;0;0;0;2970;0;0;35.8;CONTEST CLUB FINLAND
P37F;5B;2015;SINGLE-OP HIGH ALL;6804415;2324;835;0;0;514;781;917;112;20.5;NO CLUB
LY7Z;LY;2015;SINGLE-OP HIGH ALL;6803184;2713;1046;8;142;618;962;942;41;35.9;KAUNAS UNIVERSITY OF TECHNOLOGY RADIO CLUB
CS2C;CT;2015;SINGLE-OP HIGH 20M;6788048;2955;1142;0;0;0;2955;0;0;35.9;NO CLUB
JS3CTQ;JA3;2015;ASSISTED HIGH ALL;6771848;2311;986;0;11;327;809;1101;63;35.9;NO CLUB
ZM2IO;ZL;2015;ASSISTED HIGH ALL;6718096;2184;836;0;15;562;439;910;258;35.7;NO CLUB
OL1C;OK;2015;MULTI-SINGLE HIGH;6711464;2611;1037;40;212;567;956;773;63;45.9;NO CLUB
4U5F;I;2015;SINGLE-OP HIGH ALL;6688494;3092;1007;0;105;825;1399;724;39;35.4;SLOVENIA CONTEST CLUB
4L8A;4L;2015;SINGLE-OP HIGH 15M;6681246;2420;1014;0;0;0;0;2420;0;36.0;NO CLUB
YT4RA;YT;2015;MULTI-SINGLE HIGH;6638615;2355;1135;18;140;753;740;633;71;43.6;NO CLUB
N8OO/5;W5;2015;SINGLE-OP HIGH ALL (T);6619826;2649;1042;0;0;0;1264;1283;102;35.9;NO CLUB
K3ZO;W3;2015;SINGLE-OP HIGH ALL;6618583;2274;947;0;47;401;917;861;48;34.1;POTOMAC VALLEY RADIO CLUB
RG6G;UA6;2015;SINGLE-OP HIGH ALL;6578000;3023;1040;21;150;575;1060;1095;122;35.6;NO CLUB
SO9Q;SP;2015;MULTI-SINGLE HIGH;6555368;2411;1058;51;141;917;532;673;97;42.5;SP DX CLUB
K8IA/7;W7;2015;ASSISTED HIGH ALL;6520106;2502;1021;0;22;405;892;1141;42;35.8;ARIZONA OUTLAWS CONTEST CLUB
DL7ON;DL;2015;MULTI-SINGLE HIGH;6485544;2442;1066;46;188;520;938;684;66;44.1;BAVARIAN CONTEST CLUB
G2F;G;2015;SINGLE-OP HIGH ALL;6401803;2768;971;7;178;810;896;867;10;35.8;WISBECH AMATEUR RADIO & ELECTRIONICS CLUB
EN0U;UR;2015;ASSISTED HIGH ALL;6341376;2609;1077;0;0;558;926;1044;81;31.3;UKRAINIAN CONTEST CLUB
5K4R;HK;2015;SINGLE-OP HIGH 20M;6333295;2252;965;0;0;0;2252;0;0;36.0;NO CLUB
LY5E;LY;2015;SINGLE-OP HIGH ALL;6319760;2723;985;4;108;472;1130;969;40;35.8;LITHUANIAN CONTEST GROUP
N5AW;W5;2015;SINGLE-OP LOW ALL;6317732;2392;989;0;8;426;739;1159;60;36.0;CENTRAL TEXAS DX AND CONTEST CLUB
IO2X;I;2015;SINGLE-OP HIGH ALL;6310332;2747;982;0;135;604;923;888;197;32.5;ITALIAN CONTEST CLUB
CW5W;CX;2015;SINGLE-OP LOW ALL;6310091;2081;857;0;22;442;256;633;728;35.4;LU CONTEST GROUP
OG6N;OH;2015;ASSISTED HIGH ALL;6308874;2499;1118;11;126;429;942;882;109;36.0;CONTEST CLUB FINLAND
VK3JA;VK;2015;MULTI-TWO;6297156;2159;879;0;0;350;1052;671;86;40.2;VK CONTEST CLUB
YR8D;YO;2015;ASSISTED HIGH ALL;6248355;2594;1065;15;174;585;989;800;31;34.9;DORNA DX GRUP
7Z1SJ;HZ;2015;SINGLE-OP HIGH ALL (T);6221492;2085;886;0;0;416;589;682;398;34.5;SAUDI CONTEST GROUP
UR2Y;UR;2015;SINGLE-OP LOW ALL;6190173;2833;1023;13;151;613;1093;911;52;35.9;UKRAINIAN CONTEST CLUB
EW2A;EU;2015;SINGLE-OP HIGH ALL (T);6170109;2582;1033;16;152;526;854;976;58;35.9;BELARUS CONTEST CLUB
KU7T;W7;2015;MULTI-SINGLE HIGH;6134680;2249;1030;0;2;399;1130;710;8;46.6;NO CLUB
EF5Y;EA;2015;SINGLE-OP HIGH ALL;6099202;2741;982;5;168;718;692;1051;107;36.0;NO CLUB
VE3DZ;VE3;2015;SINGLE-OP LOW ALL (T);6096765;2186;885;0;123;482;979;547;55;35.9;CONTEST CLUB ONTARIO
WH7M;KH6;2015;SINGLE-OP HIGH ALL;6089746;2288;838;0;0;222;629;1367;70;31.3;ARIZONA OUTLAWS CONTEST CLUB
OP4K;ON;2015;MULTI-SINGLE HIGH;6080867;2629;1027;23;151;359;1200;817;79;44.6;ANTWERP CONTEST CLUB
KM9R/7;W7;2015;SINGLE-OP HIGH ALL;6036624;2533;927;0;37;441;1120;886;49;35.9;NO CLUB
YL2SM;YL;2015;SINGLE-OP HIGH ALL;6012270;2654;990;20;104;513;995;971;51;35.7;LATVIAN CONTEST CLUB
FY5FY;FY;2015;SINGLE-OP LOW 20M;6000810;2130;951;0;0;0;2130;0;0;35.9;NO CLUB
OH6MW;OH;2015;ASSISTED HIGH ALL;5992863;2516;1091;10;83;415;911;963;134;35.9;RIIHIMAEN KOLMOSET
NJ4M;W4;2015;SINGLE-OP HIGH ALL;5992760;2450;932;0;29;416;1061;888;56;35.7;FLORIDA CONTEST GROUP
PX2A;PY;2015;ASSISTED HIGH 15M;5943432;2131;958;0;0;0;0;2131;0;35.4;ARAUCARIA DX GROUP
WP4X;KP4;2015;SINGLE-OP LOW ALL (T);5940480;2404;896;0;0;173;675;1180;376;34.1;LOS CHACHOS CONTEST CLUB
JH1GBZ;JA1;2015;SINGLE-OP HIGH ALL;5915728;2228;884;2;18;335;563;1243;67;35.8;NO CLUB
P49Y;P4;2015;SINGLE-OP HIGH 40M;5897688;1364;744;0;0;1364;0;0;0;21.4;NORTHERN CALIFORNIA CONTEST CLUB
WM3T;W3;2015;SINGLE-OP HIGH ALL;5885622;2019;846;0;75;844;598;471;31;21.4;POTOMAC VALLEY RADIO CLUB
S50A;S5;2015;SINGLE-OP LOW ALL;5841600;2412;960;22;173;766;779;664;8;36.0;SLOVENIA CONTEST CLUB
R3KM;UA3;2015;ASSISTED HIGH ALL;5794038;2363;1107;0;91;443;993;799;37;36.0;NO CLUB
EF2A;EA;2015;SINGLE-OP LOW ALL;5768400;2528;912;0;71;572;829;1022;34;35.5;NO CLUB
A42A;A4;2015;MULTI-SINGLE HIGH;5738416;2483;848;0;0;4;1061;965;453;42.9;NO CLUB
G4A;G;2015;SINGLE-OP HIGH ALL;5705370;2448;918;1;245;657;714;780;51;34.1;THREE A'S CONTEST GROUP
S57AW;S5;2015;ASSISTED HIGH 15M;5704300;2269;1124;0;0;0;0;2269;0;36.0;SLOVENIA CONTEST CLUB
VD1M;VEO;2015;SINGLE-OP HIGH ALL;5688300;2071;804;0;116;469;800;654;32;34.3;NO CLUB
S50R;S5;2015;ASSISTED HIGH ALL;5687808;2361;966;7;81;460;895;835;83;35.9;SLOVENIA CONTEST CLUB
PY1NX;PY;2015;SINGLE-OP LOW ALL;5662656;2073;783;0;0;392;296;684;701;34.8;RIO DX GROUP
LY5R;LY;2015;SINGLE-OP LOW ALL;5653124;2503;989;43;241;550;1042;572;55;35.9;KAUNAS UNIVERSITY OF TECHNOLOGY RADIO CLUB
OK7Z;OK;2015;SINGLE-OP LOW ALL;5598537;2386;951;25;175;543;978;543;122;35.8;NO CLUB
YU7AV;YT;2015;ASSISTED HIGH 20M;5577871;2436;1103;0;0;0;2436;0;0;35.9;CONTEST CLUB SERBIA
XW1IC;XW;2015;SINGLE-OP HIGH ALL;5567795;2407;895;0;0;122;694;1141;450;33.8;SIAM DX GROUP
SO4M;SP;2015;ASSISTED HIGH 20M;5531031;2354;1089;0;0;0;2354;0;0;35.9;SP DX CLUB
VE7SV;VE7;2015;SINGLE-OP HIGH ALL;5516128;2236;892;0;3;358;1199;674;2;35.9;NO CLUB
YT8A;YT;2015;SINGLE-OP LOW ALL;5495308;2524;974;25;139;566;996;754;44;35.9;CONTEST CLUB SERBIA
OG73X;OH;2015;ASSISTED HIGH ALL;5480440;2322;1058;0;27;400;918;975;2;35.9;NO CLUB
MJ5Z;GJ;2015;SINGLE-OP LOW ALL;5388352;2573;944;0;165;491;1015;860;42;35.9;NO CLUB
WO4O;W4;2015;ASSISTED HIGH ALL;5367802;2172;902;0;3;454;821;836;58;34.1;REAL TIME RADIO GAMERS
KX7M/6;W6;2015;SINGLE-OP HIGH ALL;5359760;2321;952;0;5;273;895;1063;85;34.1;NORTHERN CALIFORNIA CONTEST CLUB
VP9/DL3YM;VP9;2015;ASSISTED LOW ALL (T);5348693;2024;833;0;6;634;745;632;7;35.9;RHEIN RUHR DX ASSOCIATION
HS0ZIA;HS;2015;MULTI-SINGLE LOW;5235307;2115;883;0;0;252;491;980;392;48.0;NO CLUB
SP2LNW;SP;2015;ASSISTED HIGH ALL;5229722;2004;958;33;214;501;657;551;48;35.1;NO CLUB
SP9LJD;SP;2015;ASSISTED HIGH ALL;5224864;2147;992;0;50;382;968;719;28;35.5;NO CLUB
WK1Q;W1;2015;ASSISTED HIGH ALL;5212650;1833;930;0;67;421;753;509;83;35.9;NO CLUB
II3W;I;2015;ASSISTED LOW ALL;5170180;2196;961;0;68;602;934;532;60;36.0;ITALIAN CONTEST CLUB
E73W;E7;2015;SINGLE-OP HIGH 15M;5115264;2322;1038;0;0;0;0;2322;0;35.6;BOSNIA AND HERZEGOVINA CONTEST CLUB
YU1EW;YT;2015;ASSISTED HIGH 15M;5114235;2169;1113;0;0;0;0;2169;0;36.0;CONTEST CLUB SERBIA
K3EL/2;W2;2015;SINGLE-OP HIGH ALL (T);5087208;1973;849;0;27;540;785;558;63;35.8;FRANKFORD RADIO CLUB
EV1R;EU;2015;ASSISTED HIGH ALL;5062824;2202;1053;0;98;496;980;594;34;35.8;BELARUS CONTEST CLUB
WQ4F;W4;2015;SINGLE-OP HIGH ALL (T);5023326;2064;917;0;53;315;785;862;49;35.6;GEORGIA CONTEST GROUP
OR2F;ON;2015;SINGLE-OP LOW ALL (T);5022711;2262;939;9;110;564;753;698;128;35.9;NO CLUB
B7Q;BY;2015;MULTI-MULTI;5011524;2454;882;0;2;153;735;1229;335;42.9;B7Q
RC9J;UA9;2015;MULTI-SINGLE HIGH;4961974;2065;802;0;61;201;942;851;10;34.4;ARCK
UN9GD;UN;2015;SINGLE-OP HIGH 15M;4953570;1946;978;0;0;0;0;1946;0;32.9;NO CLUB
M2X;G;2015;ASSISTED HIGH ALL (T);4947172;2269;967;0;289;509;841;588;42;28.9;BRIMHAM CONTEST GROUP
IR1Y;I;2015;ASSISTED HIGH 15M;4907800;2089;1060;0;0;0;0;2089;0;35.9;ITALIAN CONTEST CLUB
RM6C;UA6;2015;ASSISTED HIGH 15M;4905360;2137;1080;0;0;0;0;2137;0;36.0;SHAKHAN CONTEST CLUB
LY3B;LY;2015;ASSISTED LOW ALL;4898250;2326;933;35;207;685;812;511;76;36.0;KAUNAS UNIVERSITY OF TECHNOLOGY RADIO CLUB
AD4Z;W4;2015;SINGLE-OP LOW ALL;4882213;2003;833;0;26;550;704;629;94;35.7;FLORIDA CONTEST GROUP
YT6A;YT;2015;SINGLE-OP HIGH 15M;4854006;2220;1026;0;0;0;0;2220;0;35.6;CONTEST CLUB SERBIA
CU2KG;CU;2015;SINGLE-OP HIGH 15M;4843432;2419;1012;0;0;0;0;2419;0;32.5;CONTEST CLUB FINLAND
YL9T;YL;2015;ASSISTED HIGH ALL (T);4838000;2374;1000;0;251;495;913;673;42;35.9;LATVIAN CONTEST CLUB
S51TA;S5;2015;SINGLE-OP HIGH 20M;4809402;2243;1054;0;0;0;2243;0;0;35.9;BAVARIAN CONTEST CLUB
WR1ST;W1;2015;MULTI-SINGLE HIGH;4802452;1875;877;0;71;565;822;382;35;32.0;YANKEE CLIPPER CONTEST CLUB
RW4W;UA4;2015;ASSISTED HIGH ALL;4757570;2385;1030;0;91;378;894;970;52;36.0;NO CLUB
RW0CN;UA0;2015;ASSISTED HIGH ALL;4725969;2170;813;0;31;281;700;1158;0;26.7;NO CLUB
N5ZO/6;W6;2015;SINGLE-OP HIGH ALL;4704978;2229;866;0;25;403;906;835;60;35.8;SOUTHERN CALIFORNIA CONTEST CLUB
WK7S;W7;2015;ASSISTED HIGH ALL;4701762;2129;923;0;0;289;947;840;53;34.7;ARIZONA OUTLAWS CONTEST CLUB
OL6P;OK;2015;ASSISTED HIGH 20M;4694040;2177;1062;0;0;0;2177;0;0;35.8;NO CLUB
VE9ML;VE9;2015;MULTI-TWO;4659417;1701;801;0;38;514;694;427;28;43.0;MARITIME CONTEST CLUB
LA8OM;LA;2015;ASSISTED HIGH ALL (T);4656771;2262;903;0;195;687;897;471;12;35.9;LA CONTEST CLUB
K3PA/0;W0;2015;SINGLE-OP HIGH ALL;4656121;2064;911;0;14;431;922;654;43;35.8;KANSAS CITY CONTEST CLUB
