Call;QTH;Year;Category;Score;QSOs;WPX;160M;80M;40M;20M;15M;10M;Hours;Club
PR7AE;PY;2016;ASSISTED HIGH ALL (T);509580;515;342;0;2;76;183;161;93;17.3;GUARA DX GROUP
RA3OA;UA3;2016;ASSISTED HIGH 40M;509166;520;378;0;0;520;0;0;0;11.6;NO CLUB
DK5A;DL;2016;ASSISTED HIGH ALL;508820;571;380;0;220;274;40;26;11;13.7;NO CLUB
R4FAN;UA4;2016;ASSISTED LOW ALL;508464;584;432;7;18;102;293;164;0;30.0;NO CLUB
JA2XCR;JA2;2016;ASSISTED HIGH ALL;508428;510;348;0;0;75;126;302;7;26.4;NO CLUB
DK3WE;DL;2016;SINGLE-OP QRP ALL (T);507450;591;398;24;115;120;183;148;1;24.1;BAVARIAN CONTEST CLUB
DL6ON;DL;2016;SINGLE-OP LOW ALL;506484;658;396;42;164;209;207;36;0;29.6;NO CLUB
DM3HZN;DL;2016;SINGLE-OP LOW ALL;504504;585;396;0;26;81;274;204;0;23.4;NO CLUB
ED8B;EA8;2016;ASSISTED LOW 15M (T);504100;486;355;0;0;0;0;486;0;12.7;DOUBLE T TEAM
RT8O;UA9;2016;SINGLE-OP HIGH ALL;503607;538;349;0;0;0;218;307;13;12.0;NOVOSIBIRSK CONTEST CLUB
EW8AX;EU;2016;SINGLE-OP LOW ALL;503395;688;415;0;33;221;379;52;3;28.9;NO CLUB
LY7M;LY;2016;SINGLE-OP HIGH 160M;502712;617;376;617;0;0;0;0;0;25.0;VYTAUTAS MAGNUS UNIVERSITY RADIO CLUB
IT9SSI;IT9;2016;SINGLE-OP HIGH 20M (T);502650;752;450;0;0;0;752;0;0;16.0;ITALIAN CONTEST CLUB
RZ3Z;UA3;2016;SINGLE-OP LOW 20M;502097;699;487;0;0;0;699;0;0;30.5;NO CLUB
N8SBE;W8;2016;SINGLE-OP LOW ALL (T);501972;571;354;0;28;66;223;203;51;19.2;MAD RIVER RADIO CLUB
OK1AY;OK;2016;ASSISTED LOW 80M;500871;601;391;0;601;0;0;0;0;17.8;OK1KQJ CONTEST CLUB
UY1IP;UR;2016;SINGLE-OP LOW ALL;498330;701;441;0;51;74;312;253;11;30.1;DONBASS CONTEST CLUB
N6MI;W6;2016;MULTI-SINGLE HIGH;497620;622;358;0;68;156;279;119;0;33.2;SOUTHERN CALIFORNIA CONTEST CLUB
R3GZ;UA3;2016;SINGLE-OP HIGH ALL;496488;578;411;3;10;75;305;169;16;17.4;NO CLUB
DL0JBB;DL;2016;SINGLE-OP HIGH ALL;494912;579;418;0;125;117;213;124;0;23.7;NO CLUB
EW3A;EU;2016;SINGLE-OP HIGH 40M (T);492672;548;384;0;0;548;0;0;0;22.1;NO CLUB
DK0EE;DL;2016;ASSISTED HIGH 15M;492558;492;374;0;0;0;0;492;0;23.9;BAVARIAN CONTEST CLUB
N9UA;W9;2016;ASSISTED LOW ALL (T);492356;544;332;0;69;135;192;120;28;17.2;NORTHEAST WISCONSIN DX ASSN
HB9CA;HB;2016;MULTI-SINGLE HIGH;491232;554;408;14;34;38;231;237;0;18.5;BAVARIAN CONTEST CLUB
DL8NBJ;DL;2016;ASSISTED LOW ALL;490854;550;403;0;74;133;196;147;0;29.9;BAVARIAN CONTEST CLUB
DL1GME;DL;2016;ASSISTED LOW ALL;489335;538;385;0;2;239;202;94;1;22.1;NO CLUB
PY2ZR;PY;2016;ASSISTED LOW ALL (T);486864;545;336;0;0;0;108;214;223;17.5;ARAUCARIA DX GROUP
OE3DXA;OE;2016;ASSISTED HIGH ALL;486684;540;396;0;0;31;317;182;10;11.1;NO CLUB
M0GHQ;G;2016;SINGLE-OP HIGH ALL (T);485144;561;407;0;18;49;268;226;0;26.5;NO CLUB
WR1ST;W1;2016;ASSISTED HIGH ALL (R);484807;645;367;0;1;120;237;284;3;18.5;YANKEE CLIPPER CONTEST CLUB
UX3HA;UR;2016;SINGLE-OP HIGH ALL;484428;638;438;41;50;132;279;136;0;29.0;UKRAINIAN CONTEST CLUB
RA9SDT;UA9;2016;SINGLE-OP HIGH ALL;484169;388;287;0;52;214;91;26;5;22.9;NO CLUB
LZ3FN;LZ;2016;ASSISTED HIGH ALL;483524;511;436;0;15;165;213;118;0;13.2;LZ2KSB
UA0SE;UA0;2016;ASSISTED HIGH ALL;483346;504;383;0;0;13;195;296;0;14.3;IRKUTSK RADIO CLUB
N8MWK;W8;2016;SINGLE-OP LOW ALL (T);483298;512;334;2;13;96;148;180;73;25.6;SUNDAY CREEK AMATEUR RADIO FEDERATION
AC9KW;W9;2016;SINGLE-OP HIGH ALL (T);482904;526;342;0;39;120;241;125;1;19.2;NO CLUB
R3DCX;UA3;2016;ASSISTED LOW ALL;482496;648;448;0;3;62;437;145;1;15.2;NO CLUB
WL7CXP;KL;2016;MULTI-SINGLE LOW;482460;552;330;1;0;50;238;263;0;30.7;NO CLUB
N6NF;W6;2016;SINGLE-OP HIGH ALL;482040;708;390;0;53;186;350;119;0;17.7;NO CLUB
OH3EX;OH;2016;ASSISTED HIGH 15M;481572;519;364;0;0;0;0;519;0;26.7;RIIHIMAEN KOLMOSET
DL6CT;DL;2016;SINGLE-OP LOW ALL (T);481431;560;383;23;106;166;128;131;6;17.7;WORLD WIDE YOUNG CONTESTERS
LZ1ZM;LZ;2016;ASSISTED LOW ALL (T);480330;638;405;0;0;109;411;107;11;18.3;NO CLUB
II0I;I;2016;SINGLE-OP HIGH 20M (T);475592;685;442;0;0;0;685;0;0;18.3;NO CLUB
DK2AT;DL;2016;ASSISTED HIGH ALL;473396;524;371;0;51;177;190;106;0;15.3;BAVARIAN CONTEST CLUB
SP3P;SP;2016;ASSISTED HIGH 20M;471312;597;432;0;0;0;597;0;0;32.8;NO CLUB
LY5Q;LY;2016;SINGLE-OP LOW 80M;469836;567;372;0;567;0;0;0;0;15.7;KAUNAS UNIVERSITY OF TECHNOLOGY RADIO CLUB
OH1AF;OH;2016;ASSISTED HIGH 20M;469571;608;401;0;0;0;608;0;0;4.9;CONTEST CLUB FINLAND
LW4EF;LU;2016;SINGLE-OP LOW ALL (T);468165;562;345;0;0;13;16;159;374;30.4;LU CONTEST GROUP
8P1W;8P;2016;SINGLE-OP LOW ALL;467744;472;311;0;0;157;29;102;184;28.2;NO CLUB
GZ5Y;GM;2016;SINGLE-OP HIGH ALL;466906;602;418;0;0;90;319;193;0;23.0;NO CLUB
F4CDR;F;2016;SINGLE-OP LOW ALL (T);465375;557;365;25;102;93;213;98;26;33.3;NO CLUB
EW1IP;EU;2016;ASSISTED LOW ALL (T);465033;556;379;0;91;150;255;59;1;16.5;BELARUS CONTEST CLUB
ED3T;EA;2016;ASSISTED LOW ALL (R);464215;636;409;0;0;136;388;99;13;34.6;NO CLUB
SP8FB;SP;2016;SINGLE-OP LOW ALL;463320;543;360;57;179;137;86;84;0;15.8;SP DX CLUB
LA2HFA;LA;2016;SINGLE-OP LOW ALL (T);462644;579;364;9;120;143;218;87;2;28.5;NO CLUB
IZ1JKH;I;2016;SINGLE-OP LOW 40M (T);462375;521;375;0;0;521;0;0;0;25.7;ITALIAN CONTEST CLUB
LY5O;LY;2016;SINGLE-OP HIGH ALL (T);460312;567;353;34;169;364;0;0;0;7.6;VYTAUTAS MAGNUS UNIVERSITY RADIO CLUB
RU1AB;UA1;2016;SINGLE-OP HIGH ALL;459420;606;403;100;68;61;317;56;4;17.1;ALRS ST PETERSBURG
YR8E;YO;2016;MULTI-SINGLE HIGH;459008;502;352;93;83;223;51;52;0;9.8;NO CLUB
TA4AKS;TA;2016;ASSISTED LOW ALL;458874;451;318;0;51;55;223;113;9;25.9;NO CLUB
9A2BD;9A;2016;SINGLE-OP LOW ALL (T);458443;578;359;0;132;201;191;54;0;19.4;CROATIAN CONTEST CLUB
NJ2F/4;W4;2016;SINGLE-OP HIGH ALL (T);457640;515;340;0;35;67;121;215;77;17.0;FLORIDA CONTEST GROUP
WB4YDY;W4;2016;SINGLE-OP HIGH ALL;456399;494;323;5;49;120;161;116;43;16.4;NO CLUB
RO9A;UA9;2016;ASSISTED HIGH ALL;455400;434;360;0;0;63;186;165;20;20.1;SOUTH URAL CONTEST CLUB
YB3EDD;YB;2016;SINGLE-OP HIGH ALL;454682;518;311;0;0;34;70;391;23;24.6;YB LAND DX CLUB
RN9N;UA9;2016;ASSISTED HIGH ALL;454660;503;358;0;22;46;108;327;0;11.0;OMSK RADIO CLUB
BA5CJ;BY;2016;SINGLE-OP HIGH ALL;454463;636;331;0;0;139;114;364;19;22.5;NO CLUB
KC0DEB;W0;2016;ASSISTED LOW ALL (T);454310;515;362;0;0;60;274;135;46;30.2;KANSAS CITY CONTEST CLUB
EC8AQQ;EA8;2016;SINGLE-OP LOW 20M;454194;445;351;0;0;0;445;0;0;28.4;NO CLUB
OZ1KVM;OZ;2016;ASSISTED LOW ALL;453750;553;375;0;88;252;143;70;0;35.2;NO CLUB
W0MB;W0;2016;ASSISTED HIGH ALL;452023;468;377;1;70;58;165;119;55;14.6;KANSAS CITY CONTEST CLUB
K9PG;W9;2016;ASSISTED LOW ALL;451470;522;303;7;47;77;160;192;39;25.3;SOCIETY OF MIDWEST CONTESTERS
UA3ABF;UA3;2016;SINGLE-OP LOW ALL;449491;539;409;0;38;25;264;208;4;27.4;NO CLUB
OD5PY;OD;2016;ASSISTED LOW ALL;449298;491;327;0;0;0;139;347;5;11.0;NO CLUB
YB9GV;YB;2016;SINGLE-OP LOW 15M;448864;493;332;0;0;0;0;493;0;29.5;NO CLUB
VE3ZZ;VE3;2016;ASSISTED HIGH ALL;448668;441;309;0;0;119;185;116;21;21.4;NO CLUB
AC0W;W0;2016;SINGLE-OP LOW ALL;448365;603;355;15;40;136;286;75;51;12.9;MINNESOTA WIRELESS ASSN
UV3QF;UR;2016;ASSISTED LOW ALL;447858;542;358;0;36;205;229;70;2;24.4;UKRAINIAN CONTEST CLUB
3G1B;CE;2016;MULTI-TWO;447603;553;299;0;5;11;0;308;229;16.0;CE CONTEST GROUP
M4M;G;2016;ASSISTED LOW ALL;446121;575;403;0;17;203;240;98;17;26.4;NO CLUB
GK3MPD;G;2016;ASSISTED HIGH 20M;444291;600;411;0;0;0;600;0;0;16.0;POLDHU AMATEUR RADIO CLUB
BP0P;BV;2016;MULTI-TWO;443410;867;319;0;0;68;173;582;44;25.0;NO CLUB
ON3AR;ON;2016;ASSISTED LOW ALL;442738;517;382;0;60;88;214;127;28;28.7;UBA LVN LEUVEN
PH9B;PA;2016;ASSISTED HIGH ALL;441056;535;358;0;0;149;191;195;0;8.1;NO CLUB
UA0UK;UA0;2016;SINGLE-OP LOW ALL (T);441048;606;376;0;0;0;115;490;1;18.3;NO CLUB
9A5RPZ;9A;2016;ASSISTED LOW ALL (R);441000;537;392;2;156;86;203;90;0;30.2;CROATIAN CONTEST CLUB
EC5EA;EA;2016;SINGLE-OP LOW ALL;440960;614;416;0;0;94;353;137;30;14.0;NO CLUB
ES1BH;ES;2016;ASSISTED HIGH ALL;440273;588;397;0;98;100;292;98;0;17.0;NO CLUB
R4WAB;UA4;2016;SINGLE-OP LOW ALL;440146;640;422;0;0;76;361;200;3;26.1;NO CLUB
DF7EF;DL;2016;ASSISTED LOW ALL (T);438592;451;352;5;91;91;135;104;25;28.7;RHEIN RUHR DX ASSOCIATION
SQ9NIU;SP;2016;SINGLE-OP LOW ALL;438003;532;369;62;81;183;95;111;0;19.5;NO CLUB
S56P;S5;2016;ASSISTED HIGH 160M;435727;548;361;548;0;0;0;0;0;25.5;SLOVENIA CONTEST CLUB
S53F;S5;2016;ASSISTED HIGH ALL;434962;507;374;29;0;280;174;24;0;9.9;BELOKRANJEC CONTEST CLUB
UW2Q;UR;2016;SINGLE-OP LOW ALL;433538;591;358;0;134;161;219;77;0;25.4;UKRAINIAN CONTEST CLUB
WA8RCN;W8;2016;SINGLE-OP HIGH ALL;432900;487;325;0;54;62;166;176;29;18.8;NO CLUB
SP1V;SP;2016;SINGLE-OP LOW ALL;432718;518;374;0;15;180;180;143;0;31.1;NO CLUB
OG7A;OH;2016;ASSISTED HIGH ALL;432408;616;419;0;0;23;516;76;1;6.6;RIIHIMAEN KOLMOSET
CE6SAX;CE;2016;ASSISTED HIGH 10M;432288;545;316;0;0;0;0;0;545;9.1;RADIO CLUB TEMUCO CHILE
VE6AMI;VE6;2016;SINGLE-OP HIGH ALL;431508;455;308;7;33;101;187;123;4;20.7;NO CLUB
RV1CC;UA1;2016;ASSISTED HIGH ALL (T);431032;506;358;0;167;108;129;102;0;13.5;ALRS ST PETERSBURG
K0UK;W0;2016;ASSISTED LOW ALL;430661;499;329;6;25;102;148;167;51;11.3;GRAND MESA CONTESTERS OF COLORADO
R3KM;UA3;2016;SINGLE-OP HIGH 15M;429756;522;354;0;0;0;0;522;0;12.8;NO CLUB
DK8NC;DL;2016;SINGLE-OP LOW ALL (T);428884;499;358;52;91;96;87;156;17;28.9;BAVARIAN CONTEST CLUB
N8CWU;W8;2016;ASSISTED LOW ALL;428577;506;373;0;80;41;220;128;37;15.3;NO CLUB
KC3AZX;W3;2016;ASSISTED LOW ALL (R);427558;493;313;0;21;108;160;189;15;23.3;NORTHEAST MARYLAND AMATEUR RADIO CONTEST SOCIETY
LZ2JA;LZ;2016;SINGLE-OP LOW 15M;426162;490;363;0;0;0;0;490;0;23.4;THRACIAN ROSE CLUB
UD1A;UA1;2016;ASSISTED HIGH ALL;426008;534;412;0;37;92;283;120;2;13.6;ALRS ST PETERSBURG
UT3UZ;UR;2016;SINGLE-OP LOW ALL;421250;490;337;0;74;124;175;115;2;17.1;NO CLUB
N8IL;W8;2016;SINGLE-OP LOW ALL;420849;489;327;0;34;57;179;180;39;18.1;PORTAGE COUNTY AMATEUR RADIO SERVICE
RA0AM;UA0;2016;SINGLE-OP HIGH ALL (T);418984;475;332;0;0;19;120;336;0;8.5;NO CLUB
OK2BUT;OK;2016;SINGLE-OP LOW ALL (T);418680;516;360;0;76;175;149;116;0;30.4;NO CLUB
DL0LK;DL;2016;ASSISTED HIGH ALL (T);417573;494;387;0;40;90;202;161;1;12.8;BAVARIAN CONTEST CLUB
NR1I;W1;2016;SINGLE-OP HIGH 80M;416172;540;316;0;540;0;0;0;0;15.9;NO CLUB
OZ1ACB;OZ;2016;SINGLE-OP LOW ALL;414789;525;361;0;53;165;211;96;0;26.2;NO CLUB
KG7YUV;W7;2016;ASSISTED HIGH ALL;413224;601;329;55;23;213;146;158;6;27.7;NO CLUB
W9IIX;W9;2016;ASSISTED HIGH ALL;412456;467;344;0;18;59;201;172;17;12.3;SOCIETY OF MIDWEST CONTESTERS
EK6SI;EK;2016;SINGLE-OP LOW ALL;412048;406;283;7;2;122;193;82;0;14.9;NO CLUB
IZ8GUQ;I;2016;SINGLE-OP HIGH 20M;411350;638;433;0;0;0;638;0;0;32.2;ITALIAN CONTEST CLUB
DD2CW;DL;2016;ASSISTED HIGH 20M;410256;628;407;0;0;0;628;0;0;19.0;CWJF GROUP
OK2BFN;OK;2016;ASSISTED LOW ALL;409220;467;370;77;76;170;94;50;0;15.5;NO CLUB
YV6CR;YV;2016;SINGLE-OP HIGH 80M;408720;304;240;0;304;0;0;0;0;13.4;RADIO CLUB VENEZOLANO CARACAS
PU2UAF;PY;2016;ASSISTED LOW 10M;405657;506;329;0;0;0;0;0;506;26.8;CDR GROUP
ZS9Z;ZS;2016;SINGLE-OP HIGH 15M;405657;431;329;0;0;0;0;431;0;20.7;SARL
EM25A;UR;2016;ASSISTED LOW ALL (T);405189;515;349;0;121;148;163;80;3;21.7;UR-QRP-CLUB
HA6PJ;HA;2016;ASSISTED LOW ALL;404600;512;340;0;110;201;83;112;6;28.1;NO CLUB
EA4DE;EA;2016;MULTI-SINGLE LOW;404296;580;388;0;31;99;246;194;10;28.0;NO CLUB
UX2MF;UR;2016;SINGLE-OP QRP ALL;403782;492;389;0;56;77;218;132;9;17.7;NO CLUB
JH1CML;JA1;2016;ASSISTED HIGH 15M;403214;489;347;0;0;0;0;489;0;20.3;NO CLUB
3G5EC;CE;2016;MULTI-SINGLE HIGH;402570;456;315;0;1;64;149;169;73;25.3;CHILEAN PACIFIC DX GROUP
LU2FGL;LU;2016;SINGLE-OP LOW 10M;402548;521;314;0;0;0;0;0;521;19.4;NO CLUB
JH7RTQ;JA7;2016;SINGLE-OP LOW 15M;401856;442;364;0;0;0;0;442;0;24.8;NO CLUB
UZ0U;UR;2016;SINGLE-OP HIGH 20M;401023;649;413;0;0;0;649;0;0;9.7;UKRAINIAN CONTEST CLUB
DL6MHW;DL;2016;ASSISTED HIGH ALL;400281;444;343;0;46;113;102;182;1;11.5;BAVARIAN CONTEST CLUB
WR2G;W2;2016;ASSISTED HIGH 20M;399938;434;371;0;0;0;434;0;0;7.4;MORRIS RADIO CLUB, INC.
RW6AEW;UA6;2016;SINGLE-OP LOW ALL;398620;580;380;0;0;121;394;65;0;16.5;NO CLUB
HK4CMB;HK;2016;SINGLE-OP LOW ALL (T);398445;414;263;0;59;109;34;79;133;28.6;NO CLUB
OU7A;OZ;2016;SINGLE-OP LOW ALL (T);398240;491;380;0;33;237;129;92;0;26.1;NO CLUB
N4WW;W4;2016;ASSISTED HIGH ALL;396279;435;351;0;22;69;165;144;35;6.3;FLORIDA CONTEST GROUP
RW3DU;UA3;2016;ASSISTED HIGH 15M (T);393680;504;380;0;0;0;0;504;0;17.1;RUSSIAN CONTEST CLUB
IZ2SMQ;I;2016;ASSISTED LOW ALL;392625;451;349;0;68;77;127;179;0;19.7;ITALIAN CONTEST CLUB
RX9CM;UA9;2016;SINGLE-OP HIGH 20M;392600;454;325;0;0;0;454;0;0;24.3;NO CLUB
RC3U;UA3;2016;SINGLE-OP HIGH ALL (T);392010;511;365;0;97;138;245;31;0;11.6;NO CLUB
AD2KA;W2;2016;SINGLE-OP LOW ALL (R);391800;484;300;0;0;127;183;146;28;24.0;NO CLUB
AK1W;W1;2016;ASSISTED HIGH ALL;391392;394;302;7;84;79;61;163;0;4.0;YANKEE CLIPPER CONTEST CLUB
DG5YHK;DL;2016;ASSISTED LOW ALL;390888;513;366;0;20;129;232;132;0;29.6;NO CLUB
E21YDP;HS;2016;ASSISTED LOW 20M;389305;452;343;0;0;0;452;0;0;29.1;SIAM DX GROUP
PY2XC;PY;2016;ASSISTED HIGH 10M;388926;508;306;0;0;0;0;0;508;17.8;CDR GROUP
YU7YZ;YT;2016;ASSISTED LOW 80M;388396;504;356;0;504;0;0;0;0;21.2;CONTEST CLUB SERBIA
K6SCA;W6;2016;SINGLE-OP HIGH ALL;387368;687;328;0;0;264;192;190;41;13.4;MOTHER LODE DX/CONTEST CLUB
EA8BQM;EA8;2016;SINGLE-OP LOW ALL;386712;407;262;0;57;57;112;129;52;34.4;URE
WB9KPT/0;W0;2016;ASSISTED HIGH ALL (T);386255;596;335;0;14;262;213;104;3;20.2;GRAND MESA CONTESTERS OF COLORADO
RW3XZ;UA3;2016;ASSISTED HIGH 20M;384800;668;400;0;0;0;668;0;0;12.4;O-QRU-C
PA3FYG;PA;2016;ASSISTED LOW ALL (T);384465;491;361;0;86;126;192;80;7;21.9;VERON
DH6DAO;DL;2016;ASSISTED HIGH ALL;384249;497;367;0;88;192;161;56;0;15.7;RHEIN RUHR DX ASSOCIATION
LA1DSA;LA;2016;SINGLE-OP LOW ALL;384129;542;369;30;128;77;234;71;2;27.4;LA CONTEST CLUB
RZ9UC;UA9;2016;SINGLE-OP HIGH ALL;383910;493;335;0;0;0;212;250;31;29.0;NO CLUB
RG6G;UA6;2016;ASSISTED HIGH ALL;383760;552;410;0;0;0;463;84;5;5.8;NO CLUB
9M6SDX;9M6;2016;MULTI-SINGLE HIGH;383572;554;266;0;0;3;253;277;21;34.9;BORNEO AMATEUR RADIO CLUB
EU3A;EU;2016;SINGLE-OP LOW ALL (T);383474;504;343;46;124;153;100;79;2;30.8;NO CLUB
IB1B;I;2016;ASSISTED HIGH 20M (T);380545;547;407;0;0;0;547;0;0;12.4;ITALIAN CONTEST CLUB
F4DSK;F;2016;ASSISTED HIGH ALL;380387;488;343;0;0;130;277;80;1;9.7;NO CLUB
IZ3NVR;I;2016;ASSISTED QRP ALL;380380;493;364;0;8;126;221;130;8;22.7;WORLD WIDE YOUNG CONTESTERS
G8X;G;2016;ASSISTED LOW 15M;380016;459;348;0;0;0;0;459;0;26.5;PEMBROKESHIRE CONTEST GROUP
I1DXD;I;2016;SINGLE-OP LOW ALL (T);379431;504;351;0;72;146;186;100;0;21.2;ITALIAN CONTEST CLUB
LZ1DM;LZ;2016;SINGLE-OP LOW ALL;379335;538;363;0;80;143;261;48;6;25.8;NO CLUB
JL3VUL;JA3;2016;ASSISTED LOW 15M;377245;434;361;0;0;0;0;434;0;24.4;NO CLUB
K0RJW;W0;2016;SINGLE-OP HIGH ALL;376350;465;325;0;0;85;201;138;41;26.4;MINNESOTA WIRELESS ASSN
N6YG;W6;2016;ASSISTED HIGH ALL (T);373660;566;314;0;57;104;244;122;39;33.1;NO CLUB
KC9WAV;W9;2016;ASSISTED HIGH ALL;372735;436;297;0;0;25;147;181;83;24.1;NO CLUB
II3I;I;2016;SINGLE-OP LOW ALL (T);372624;493;336;0;0;245;191;57;0;26.6;ITALIAN CONTEST CLUB
KZ5MM;W5;2016;SINGLE-OP HIGH 80M;372096;619;323;0;619;0;0;0;0;25.6;TEXAS DX SOCIETY
EW4WE;EU;2016;MULTI-SINGLE LOW;371800;525;338;12;162;187;130;34;0;32.0;NO CLUB
PU2WDX;PY;2016;SINGLE-OP LOW 10M;371355;466;285;0;0;0;0;0;466;8.4;CDR GROUP
LU3HS;LU;2016;SINGLE-OP HIGH 10M;370260;478;306;0;0;0;0;0;478;8.9;NO CLUB
EA1JO;EA;2016;SINGLE-OP LOW ALL;370026;502;366;13;38;62;285;94;10;20.3;NO CLUB
US5QUB;UR;2016;ASSISTED LOW ALL;369920;530;340;5;56;178;184;103;4;24.7;NO CLUB
E73EKK;E7;2016;MULTI-SINGLE LOW;369902;495;347;0;112;147;131;101;4;39.2;RADIO CLUB KAKANJ
YO3GNF;YO;2016;SINGLE-OP HIGH ALL;369411;507;343;0;26;136;205;125;15;25.2;RADIOCLUBUL MUNICIPAL BUCURESTI - YO3KWA
R0AEE;UA0;2016;SINGLE-OP LOW ALL;368960;443;320;0;0;1;152;289;1;14.3;NO CLUB
ZL4AS;ZL;2016;ASSISTED HIGH 15M;368856;484;282;0;0;0;0;484;0;13.8;NO CLUB
SP2KPD;SP;2016;SINGLE-OP HIGH ALL;368781;510;357;0;0;429;58;23;0;7.4;NO CLUB
SM6MVE;SM;2016;ASSISTED LOW ALL (T);368220;518;340;34;114;172;151;47;0;26.3;FALKOPINGS RADIOCLUB
DG5MLA;DL;2016;SINGLE-OP LOW ALL;365103;482;359;18;44;76;182;132;30;22.9;NO CLUB
HG8C;HA;2016;ASSISTED LOW ALL;364008;450;348;0;30;81;183;145;11;12.8;NO CLUB
WA1ZYX;W1;2016;ASSISTED HIGH ALL;363660;446;319;0;0;60;252;122;12;17.5;NO CLUB
YE1R;YB;2016;MULTI-SINGLE LOW;363488;445;296;0;0;37;41;367;0;31.4;NO CLUB
OH7KBF;OH;2016;ASSISTED HIGH ALL;363444;505;372;0;37;75;237;154;2;19.4;NO CLUB
UX7IN;UR;2016;SINGLE-OP LOW ALL;362285;411;385;0;60;90;91;170;0;32.0;NO CLUB
AB1WR;W1;2016;SINGLE-OP HIGH ALL;362160;383;360;0;0;0;308;75;0;16.9;NO CLUB
UR4RWW;UR;2016;MULTI-SINGLE LOW;361722;508;334;50;127;116;124;91;0;13.7;STATION OF YOUNG TECHNICIANS
DL9DYL;DL;2016;ASSISTED HIGH ALL;361305;421;315;0;0;0;130;291;0;13.2;NO CLUB
RN3Z;UA3;2016;SINGLE-OP LOW ALL;361212;480;372;0;25;134;155;163;3;17.8;THRACIAN ROSE CLUB
RT73GP;UA6;2016;SINGLE-OP HIGH ALL;361030;632;395;0;0;60;572;0;0;7.5;RUSSIAN CONTEST CLUB
LX1HD;LX;2016;ASSISTED HIGH ALL (T);359424;480;351;0;176;61;243;0;0;17.8;NO CLUB
NF9V;W9;2016;ASSISTED HIGH ALL (T);359328;432;304;0;0;191;48;193;0;10.0;SOCIETY OF MIDWEST CONTESTERS
TF2MSN;TF;2016;SINGLE-OP LOW ALL;358798;503;347;0;21;85;241;155;1;32.9;NO CLUB
NW6P;W6;2016;MULTI-SINGLE HIGH;357296;460;326;0;0;39;280;101;40;20.8;NORTHERN CALIFORNIA CONTEST CLUB
UT2PX;UR;2016;ASSISTED HIGH 20M;357280;605;385;0;0;0;605;0;0;24.8;UKRAINIAN CONTEST CLUB
RU9CC;UA9;2016;ASSISTED LOW ALL;357240;437;312;0;0;0;133;303;1;10.8;NO CLUB
BA3MM;BY;2016;SINGLE-OP LOW ALL;357018;661;314;0;4;78;107;466;6;29.8;NO CLUB
A61SM;A6;2016;ASSISTED HIGH 15M;356850;460;325;0;0;0;0;460;0;7.5;BK CONTEST TEAM
RW3AI;UA3;2016;SINGLE-OP QRP ALL;356487;550;359;24;63;123;225;111;4;33.0;RU-QRP CLUB
DU3BC;DU;2016;ASSISTED LOW ALL (T);355716;518;241;0;0;0;10;429;79;16.6;BAVARIAN CONTEST CLUB
SE3X;SM;2016;ASSISTED LOW ALL (T);355710;519;334;0;129;147;172;71;0;19.1;NO CLUB
KK4RV;W4;2016;SINGLE-OP LOW ALL;354918;441;298;1;15;93;148;137;47;23.2;NORTH CAROLINA DX AND CONTEST CLUB
OZ6OM;OZ;2016;SINGLE-OP QRP ALL (T);353958;466;346;20;207;76;134;29;0;22.8;DANISH DX GROUP
UA3AGW;UA3;2016;ASSISTED HIGH ALL;353584;511;328;0;17;21;327;146;0;19.7;NO CLUB
LA2XNA;LA;2016;ASSISTED LOW ALL;353537;523;349;0;72;162;263;26;0;24.6;LA-DX-GROUP
BH7JUO;BY;2016;ASSISTED LOW 15M;353408;524;352;0;0;0;0;524;0;27.3;NO CLUB
S56WYB;S5;2016;SINGLE-OP LOW ALL;352704;468;352;0;63;121;183;98;3;27.1;NO CLUB
LZ2HA;LZ;2016;ASSISTED LOW 15M;352359;442;329;0;0;0;0;442;0;19.4;NO CLUB
T46T;CM;2016;MULTI-TWO;351728;458;304;0;0;39;328;91;0;26.7;NO CLUB
RK3DYB;UA3;2016;SINGLE-OP LOW ALL;350875;576;401;0;0;46;357;170;3;18.6;NO CLUB
PD1RO;PA;2016;SINGLE-OP LOW ALL;348610;486;355;0;0;256;229;0;1;24.3;VERON
GM7A;GM;2016;MULTI-TWO;348194;507;374;4;92;85;243;83;0;38.7;KILMARNOCK AND LOUDOUN ARC
RU9TN;UA9;2016;SINGLE-OP LOW ALL;347222;383;278;0;13;87;156;124;3;21.2;NO CLUB
IT9WNU;IT9;2016;ASSISTED HIGH 20M;344448;630;414;0;0;0;630;0;0;10.5;ITALIAN CONTEST CLUB
SP8K;SP;2016;ASSISTED HIGH 80M;344072;442;328;0;442;0;0;0;0;7.8;WORLD WIDE YOUNG CONTESTERS
NR7ON;W7;2016;SINGLE-OP HIGH 20M;343343;616;343;0;0;0;616;0;0;11.0;CENTRAL OREGON DX CLUB
BD4AKC;BY;2016;SINGLE-OP LOW ALL;343040;477;335;0;0;0;78;399;0;25.7;NO CLUB
SQ6RGG;SP;2016;ASSISTED LOW ALL;341971;452;343;0;0;388;0;64;0;19.4;NO CLUB
HC7AE;HC;2016;SINGLE-OP LOW 15M;341343;417;291;0;0;0;0;417;0;11.5;NO CLUB
RZ9UO;UA9;2016;ASSISTED LOW ALL;337032;407;302;0;0;0;75;309;23;7.2;NO CLUB
